child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
0.8614457831325302,0.030120481927710843,0.6265060240963856,0.536144578313253,0.10843373493975904,0.7228915662650602,0.05421686746987952,0.9397590361445783,0.07228915662650603
0.42168674698795183,0.355421686746988,0.5180722891566265,0.5843373493975904,0.4879518072289157,0.4819277108433735,0.6867469879518073,0.21084337349397586,0.44578313253012053
0.5843373493975903,0.5481927710843373,0.15060240963855423,0.2891566265060237,0.5602409638554218,0.8704819277108434,0.7198795180722892,0.6385542168674699,0.46987951807228917
0.9578313253012049,0.8283132530120483,0.060240963855421686,0.47590361445783136,0.3554216867469876,0.9578313253012049,0.14457831325301207,0.963855421686747,0.41566265060240964
0.2921686746987952,0.644578313253012,0.47289156626506024,0.7560240963855422,0.6927710843373494,0.20481927710843376,0.75,0.391566265060241,0.7168674698795181
0.3795180722891566,0.13855421686746988,0.713855421686747,0.024096385542168676,0.6867469879518072,0.9518072289156627,0.6475903614457832,0.4879518072289157,0.6626506024096386
0.45783132530120485,0.18674698795180703,0.1746987951807229,0.5421686746987951,0.3734939759036145,0.656626506024096,0.5120481927710844,0.21686746987951808,0.391566265060241
0.15060240963855417,0.16867469879518074,0.7590361445783133,0.0783132530120482,0.9036144578313244,0.18072289156626506,0.9789156626506024,0.32831325301204817,0.963855421686747
0.11445783132530121,0.746987951807229,0.9036144578313253,0.572289156626506,0.9156626506024097,0.13253012048192772,0.9096385542168676,0.09337349397590361,0.9337349397590362
0.6626506024096386,0.7951807228915663,0.43373493975903615,0.07228915662650603,0.6325301204819277,0.8132530120481928,0.3674698795180723,0.3102409638554217,0.5421686746987953
0.3614457831325301,0.49397590361445787,0.674698795180723,0.5240963855421679,0.7530120481927711,0.03614457831325301,0.5421686746987953,0.2680722891566265,0.8313253012048193
0.2560240963855422,0.8915662650602411,0.25903614457831325,0.6265060240963856,0.8945783132530121,0.6385542168674699,0.6596385542168675,0.41566265060240964,0.7951807228915666
0.6987951807228916,0.10843373493975904,0.08433734939759037,0.09036144578313253,0.18674698795180725,0.6204819277108434,0.4156626506024097,0.47590361445783136,0.14156626506024098
0.3674698795180724,0.5783132530120483,0.6927710843373484,0.5903614457831325,0.6054216867469879,0.07228915662650587,0.7379518072289157,0.24096385542168675,0.7590361445783133
0.16566265060240964,0.7560240963855422,0.39156626506024045,0.8493975903614458,0.6385542168674699,0.8373493975903615,0.4156626506024097,0.12048192771084337,0.5481927710843373
0.12951807228915663,0.9337349397590362,0.891566265060241,0.8975903614457832,0.8945783132530121,0.25903614457831325,0.858433734939759,0.2680722891566265,0.9096385542168676
0.47590361445783136,0.819277108433735,0.32530120481927716,0.7319277108433735,0.42168674698795167,0.1746987951807229,0.45180722891566266,0.608433734939759,0.45783132530120485
0.927710843373494,0.2530120481927711,0.14457831325301207,0.39759036144578314,0.13253012048192772,0.13855421686746988,0.19879518072289157,0.9096385542168673,0.14156626506024098
0.6746987951807231,0.6265060240963856,0.32530120481927716,0.8855421686746997,0.3614457831325301,0.5542168674698795,0.47590361445783136,0.49397590361445787,0.30120481927710835
0.6867469879518072,0.6144578313253012,0.23493975903614459,0.3313253012048193,0.3313253012048193,0.6807228915662651,0.4668674698795181,0.6867469879518072,0.28915662650602414
0.21686746987951808,0.4036144578313253,0.9186746987951808,0.6385542168674699,0.46987951807228917,0.19879518072289176,0.75,0.024096385542168676,0.49397590361445787
0.7108433734939751,0.6325301204819277,0.7228915662650602,0.6385542168674699,0.572289156626506,0.6927710843373494,0.0783132530120482,0.6295180722891567,0.5662650602409638
0.5120481927710844,0.036144578313253004,0.786144578313253,0.006024096385542169,0.5963855421686747,0.6626506024096386,0.572289156626506,0.253012048192771,0.6867469879518072
0.3072289156626506,0.8855421686746988,0.05421686746987952,0.19578313253012047,0.9879518072289157,0.9036144578313244,0.7650602409638555,0.25903614457831325,0.8674698795180723
0.32228915662650603,0.7048192771084337,0.5662650602409637,0.674698795180723,0.6054216867469879,0.16265060240963855,0.5481927710843374,0.16566265060240964,0.5843373493975903
0.9487951807228916,0.15060240963855423,0.536144578313253,0.23493975903614459,0.09036144578313253,0.5873493975903614,0.10240963855421688,0.9518072289156627,0.09036144578313253
0.8855421686746989,0.01807228915662651,0.9548192771084338,0.43373493975903615,0.012048192771084338,0.7891566265060241,0.0963855421686747,0.9759036144578314,0.0
0.6807228915662651,0.7891566265060241,0.4036144578313253,0.7650602409638554,0.1987951807228916,0.3614457831325301,0.28313253012048195,0.6295180722891567,0.1566265060240964
0.9096385542168676,0.20481927710843376,0.30120481927710846,0.16265060240963855,0.20481927710843376,0.26506024096385544,0.08433734939759037,0.8674698795180723,0.23795180722891568
0.1746987951807229,0.3795180722891566,0.9307228915662651,0.27710843373493976,0.8855421686746989,0.3433734939759036,0.9367469879518073,0.20481927710843376,0.9397590361445783
0.5783132530120482,0.46385542168674704,0.13855421686746988,0.8012048192771085,0.3433734939759036,0.0963855421686747,0.4819277108433735,0.5963855421686747,0.4036144578313253
0.9819277108433735,0.04216867469879524,0.12650602409638542,0.13855421686746988,0.024096385542168676,0.2740963855421687,0.012048192771084338,0.8825301204819278,0.042168674698795185
0.9879518072289157,0.5180722891566265,0.21084337349397564,0.5120481927710844,0.1506024096385542,0.572289156626506,0.06626506024096386,0.993975903614454,0.16867469879518074
0.26506024096385544,0.5421686746987948,0.6867469879518072,0.28313253012048195,0.6987951807228916,0.6987951807228916,0.8132530120481928,0.29518072289156627,0.7289156626506024
0.40662650602409645,0.3132530120481928,0.27710843373493976,0.10240963855421688,0.46385542168674687,0.5963855421686747,0.6054216867469879,0.18373493975903615,0.4879518072289157
0.46987951807228917,0.10240963855421688,0.6325301204819277,0.04819277108433735,0.5180722891566265,0.427710843373494,0.7048192771084338,0.355421686746988,0.5602409638554212
0.8493975903614458,0.11445783132530121,0.20481927710843376,0.656626506024096,0.0783132530120482,0.43373493975903615,0.27710843373493976,0.819277108433735,0.15060240963855417
0.9487951807228916,0.608433734939759,0.6807228915662651,0.6144578313253012,0.0,0.9457831325301204,0.09036144578313253,0.9819277108433735,0.012048192771084338
0.7891566265060241,0.9578313253012049,0.01807228915662651,0.6927710843373494,0.3192771084337347,0.9397590361445783,0.15060240963855423,0.8373493975903614,0.3253012048192771
0.28313253012048195,0.47590361445783136,0.8975903614457832,0.355421686746988,0.5662650602409637,0.5783132530120482,0.8975903614457832,0.3102409638554217,0.6204819277108434
0.927710843373494,0.7289156626506025,0.3614457831325301,0.5030120481927711,0.21084337349397572,0.5,0.060240963855421686,0.891566265060241,0.21686746987951808
0.16566265060240964,0.536144578313253,0.6566265060240964,0.41566265060240964,0.7048192771084337,0.12048192771084337,0.6867469879518073,0.14759036144578314,0.7409638554216867
0.05421686746987952,0.7048192771084337,0.44578313253012053,0.7319277108433735,0.83734939759036,0.2740963855421687,0.8493975903614458,0.0783132530120482,0.8493975903614458
0.04819277108433735,0.8674698795180723,0.6686746987951807,0.822289156626506,0.7771084337349398,0.018072289156626505,0.7710843373493976,0.13253012048192772,0.7891566265060241
0.08734939759036145,0.7198795180722892,0.9397590361445783,0.5180722891566265,0.9216867469879518,0.3734939759036143,0.8253012048192772,0.28313253012048195,0.9759036144578314
0.6325301204819277,0.22289156626506026,0.49397590361445787,0.3132530120481928,0.5240963855421688,0.5060240963855422,0.6054216867469879,0.5542168674698795,0.536144578313253
0.5662650602409638,0.3493975903614458,0.7048192771084337,0.29518072289156627,0.45180722891566266,0.6445783132530112,0.7379518072289157,0.5903614457831325,0.5
